ItemType,Temperature_Celsius,ItemName,Quantity,Price,ExpirationDate
Fridge,3.98,Cheese,13,7.62,6/19/2025
Freezer,-17.05,Yogurt,48,17.67,10/10/2025
Fridge,1.87,Yogurt,31,12.25,9/2/2025
Freezer,-16.53,Yogurt,30,1.38,6/10/2025
Fridge,1.26,Yogurt,21,17.19,7/27/2025
Freezer,-17.5,Frozen Vegetables,24,5.23,4/5/2025
Freezer,-16.55,Milk,35,5.29,12/26/2025
Freezer,-16.83,Milk,30,13.94,1/11/2026
Fridge,3.26,Frozen Vegetables,48,6.04,6/25/2025
Fridge,2.59,Ice Cream,43,4.92,11/11/2025
Freezer,-16.68,Milk,44,13.51,8/4/2025
Fridge,1.58,Milk,36,1.98,6/2/2025
Fridge,2.47,Frozen Vegetables,24,17.15,5/6/2025
Fridge,2.67,Yogurt,19,9.85,1/27/2026
Freezer,-15.47,Frozen Vegetables,23,14.21,10/24/2025
Freezer,-16.39,Yogurt,16,7.14,1/21/2026
Freezer,-16.14,Cheese,10,9.83,4/9/2025
Fridge,1.13,Milk,30,15.64,7/28/2025
Freezer,-16.94,Cheese,34,10.45,1/21/2026
Freezer,-18,Frozen Vegetables,36,11.39,2/12/2025
Freezer,-15.06,Frozen Vegetables,12,4.69,4/20/2025
Fridge,1.36,Milk,41,5.54,3/28/2025
Freezer,-16.22,Yogurt,48,5.56,3/16/2025
Fridge,2.52,Cheese,33,17.66,10/30/2025
Freezer,-16.46,Milk,44,12.32,5/14/2025
Fridge,3.26,Yogurt,21,11.81,6/16/2025
Freezer,-15.32,Milk,18,6,12/18/2025
Freezer,-15.28,Yogurt,8,5.44,1/3/2026
Freezer,-15.63,Milk,3,3.94,9/19/2025
Freezer,-17.29,Yogurt,23,4.48,4/10/2025
Fridge,1.72,Ice Cream,44,8.17,4/21/2025
Fridge,1.5,Frozen Vegetables,11,1.67,10/9/2025
Freezer,-15.31,Yogurt,12,1.24,6/26/2025
Fridge,1.16,Ice Cream,36,9.63,7/16/2025
Freezer,-17.21,Yogurt,15,1.27,7/11/2025
Freezer,-17.27,Frozen Vegetables,11,14.2,10/30/2025
Freezer,-15.49,Yogurt,30,7.6,7/10/2025
Freezer,-16.28,Yogurt,42,12.43,9/19/2025
Freezer,-15.2,Frozen Vegetables,5,14.42,12/13/2025
Freezer,-15.91,Yogurt,50,13.64,10/2/2025
Freezer,-16.9,Yogurt,21,5.15,2/24/2025
Freezer,-16.17,Frozen Vegetables,27,11.96,7/31/2025
Fridge,2.08,Cheese,24,19.74,11/20/2025
Fridge,1.71,Cheese,21,14.79,6/11/2025
Fridge,2.43,Yogurt,39,7.25,6/4/2025
Freezer,-15.26,Frozen Vegetables,23,8.11,4/4/2025
Fridge,2.87,Yogurt,16,10.12,12/17/2025
Freezer,-15.31,Yogurt,14,2.17,10/7/2025
Fridge,3.94,Ice Cream,21,14.51,8/31/2025
Fridge,1.63,Yogurt,48,4.51,2/11/2025
Fridge,3.98,Cheese,10,9.24,3/6/2025
Fridge,3.33,Frozen Vegetables,30,15.03,6/15/2025
Freezer,-17.5,Milk,38,12.56,8/27/2025
Freezer,-15.47,Ice Cream,42,7.3,11/14/2025
Freezer,-15.64,Ice Cream,9,16.43,12/7/2025
Freezer,-16.59,Milk,13,4.05,11/15/2025
Freezer,-15.53,Yogurt,22,5.14,1/30/2025
Freezer,-16.24,Yogurt,6,12.66,7/4/2025
Freezer,-16.75,Yogurt,9,8.11,11/3/2025
Fridge,2.51,Cheese,37,9.77,7/1/2025
Freezer,-17,Ice Cream,26,14.96,5/13/2025
Freezer,-17.22,Milk,8,4.36,1/11/2026
Freezer,-17.59,Yogurt,18,1.8,11/1/2025
Freezer,-15.26,Frozen Vegetables,18,7.89,2/2/2025
Fridge,1.19,Ice Cream,36,15.93,6/28/2025
Fridge,1.05,Milk,42,4.32,4/17/2025
Freezer,-16.08,Milk,5,14.86,2/10/2025
Fridge,1.46,Milk,27,17.77,11/19/2025
Fridge,3.85,Yogurt,25,15.3,1/2/2026
Fridge,1.95,Milk,39,4.21,5/5/2025
Fridge,2.76,Frozen Vegetables,8,1.64,4/16/2025
Freezer,-17.99,Yogurt,36,1.66,11/29/2025
Freezer,-16.02,Ice Cream,42,19.24,12/11/2025
Fridge,1.59,Cheese,44,7.69,3/1/2025
Freezer,-17.36,Ice Cream,38,7.91,10/26/2025
Fridge,2.15,Cheese,39,12.91,8/3/2025
Freezer,-17.65,Frozen Vegetables,35,18.05,8/18/2025
Fridge,1.71,Milk,45,14.83,7/14/2025
Freezer,-15.91,Ice Cream,33,15.2,11/19/2025
Freezer,-15.73,Frozen Vegetables,22,19.05,3/29/2025
Freezer,-15.41,Ice Cream,34,14.19,8/28/2025
Freezer,-16.16,Milk,39,3.82,11/17/2025
Fridge,1.55,Milk,2,12.87,5/29/2025
Fridge,1.3,Ice Cream,2,13.63,9/5/2025
Fridge,3.74,Yogurt,4,2.19,11/21/2025
Freezer,-16.48,Cheese,18,7.66,4/17/2025
Fridge,1.63,Yogurt,44,16.1,10/24/2025
Fridge,3.74,Cheese,7,18.3,3/25/2025
Fridge,3.18,Ice Cream,34,17.9,4/3/2025
Fridge,3.21,Yogurt,34,18.4,6/18/2025
Freezer,-17.72,Ice Cream,28,19.08,5/6/2025
Freezer,-16.59,Ice Cream,25,3.5,8/20/2025
Freezer,-16.23,Ice Cream,35,8.82,9/30/2025
Fridge,3.81,Ice Cream,17,6.7,10/23/2025
Fridge,2.72,Frozen Vegetables,16,15.88,8/10/2025
Fridge,2.52,Milk,11,5.49,2/23/2025
Freezer,-15.97,Yogurt,28,14.66,10/17/2025
Freezer,-17.55,Cheese,25,15.86,1/15/2026
Freezer,-17.35,Ice Cream,41,5.56,1/2/2026
Fridge,2.58,Yogurt,30,7.48,4/12/2025
Fridge,3.28,Cheese,34,9.04,10/15/2025
Freezer,-15.96,Cheese,37,19.74,10/6/2025
Fridge,2.94,Milk,41,19.28,5/20/2025
Freezer,-16.44,Ice Cream,35,3.08,3/31/2025
Freezer,-16.27,Yogurt,37,11.67,3/8/2025
Fridge,1.51,Frozen Vegetables,2,1.98,12/22/2025
Freezer,-17.34,Frozen Vegetables,36,6.23,1/8/2026
Fridge,2.19,Milk,50,7.31,3/1/2025
Fridge,1.87,Yogurt,40,4.98,3/8/2025
Fridge,2.88,Frozen Vegetables,20,1.6,2/2/2025
Fridge,2.5,Frozen Vegetables,14,14.14,4/21/2025
Fridge,3.02,Cheese,17,10.49,12/30/2025
Fridge,3.93,Yogurt,20,16.97,4/3/2025
Freezer,-15.01,Yogurt,48,19.27,8/3/2025
Freezer,-17.91,Milk,20,7.63,12/1/2025
Freezer,-17.34,Yogurt,29,13.62,10/2/2025
Fridge,2.9,Milk,41,9.46,3/18/2025
Fridge,3.96,Frozen Vegetables,37,12.46,6/23/2025
Fridge,3.2,Yogurt,41,5.12,7/22/2025
Freezer,-16.1,Milk,50,11.44,8/30/2025
Freezer,-15.76,Ice Cream,3,2.62,8/11/2025
Freezer,-15.02,Milk,47,13.29,3/2/2025
Freezer,-15.6,Cheese,39,2.05,11/4/2025
Freezer,-15.4,Ice Cream,44,12.68,7/15/2025
Freezer,-16.57,Yogurt,38,19.88,3/7/2025
Freezer,-17.63,Ice Cream,31,16.05,6/25/2025
Fridge,2.28,Milk,50,15.37,8/18/2025
Freezer,-16.52,Frozen Vegetables,32,13.11,9/10/2025
Fridge,3.2,Frozen Vegetables,26,12.68,12/2/2025
Fridge,3.72,Cheese,47,13.02,12/31/2025
Freezer,-16.4,Milk,11,8.18,8/24/2025
Fridge,2.72,Frozen Vegetables,22,14.95,10/8/2025
Fridge,1.13,Milk,23,12.07,1/12/2026
Freezer,-15.76,Yogurt,25,17.58,2/15/2025
Fridge,2.44,Milk,28,6.37,5/23/2025
Freezer,-17.59,Frozen Vegetables,4,4.7,6/17/2025
Fridge,2.77,Frozen Vegetables,41,13.23,8/22/2025
Fridge,3.31,Frozen Vegetables,38,17.01,6/10/2025
Fridge,1.38,Yogurt,18,9.09,3/24/2025
Freezer,-15.11,Milk,43,1.69,1/6/2026
Fridge,3.4,Milk,2,3.69,11/2/2025
Freezer,-16.49,Ice Cream,15,5.78,12/21/2025
Fridge,2.79,Yogurt,47,18.12,12/5/2025
Fridge,3.3,Frozen Vegetables,44,14.07,11/22/2025
Fridge,2.05,Cheese,18,10.56,7/28/2025
Freezer,-16.01,Yogurt,1,7.7,3/3/2025
Freezer,-16.78,Frozen Vegetables,29,8.67,7/11/2025
Fridge,1.54,Cheese,49,16.08,11/27/2025
Fridge,1.88,Milk,29,2.32,5/4/2025
Fridge,2.82,Cheese,29,6.87,5/6/2025
Fridge,1.65,Cheese,1,7.71,2/15/2025
Fridge,2.38,Ice Cream,20,6.76,4/24/2025
Fridge,1.81,Frozen Vegetables,45,9.24,11/29/2025
Freezer,-16.13,Cheese,45,4.53,6/1/2025
Freezer,-15.68,Cheese,17,13.08,8/11/2025
Fridge,1.13,Ice Cream,45,1.63,1/21/2026
Fridge,3.89,Yogurt,24,14.22,4/22/2025
Freezer,-15.34,Yogurt,23,13.6,5/5/2025
Freezer,-17.96,Milk,40,18.37,8/28/2025
Fridge,2,Ice Cream,35,7.66,3/4/2025
Freezer,-17.17,Yogurt,17,19.87,7/21/2025
Freezer,-17.43,Frozen Vegetables,30,12.19,3/9/2025
Fridge,3.62,Cheese,10,6.5,8/18/2025
Freezer,-15.68,Milk,4,5.16,9/18/2025
Fridge,3.85,Cheese,37,18.3,2/23/2025
Freezer,-17.62,Ice Cream,49,7.8,12/13/2025
Freezer,-15.31,Yogurt,30,2.1,7/31/2025
Freezer,-16.39,Frozen Vegetables,44,5.06,8/26/2025
Fridge,1.25,Milk,43,19.44,1/9/2026
Fridge,1.81,Yogurt,14,10.25,8/6/2025
Freezer,-17.24,Ice Cream,11,10.98,6/20/2025
Fridge,1.18,Milk,22,12.28,11/7/2025
Fridge,2.83,Yogurt,18,11.13,10/8/2025
Fridge,1.67,Ice Cream,29,5.43,8/13/2025
Fridge,2.16,Milk,9,16.69,9/27/2025
Freezer,-17.17,Yogurt,8,8.71,6/18/2025
Freezer,-15.56,Cheese,47,16.42,9/19/2025
Freezer,-16.6,Yogurt,9,3.05,10/17/2025
Freezer,-15.39,Cheese,3,4.57,1/21/2026
Freezer,-15.58,Yogurt,40,15.48,9/30/2025
Freezer,-17.94,Yogurt,50,1.08,2/14/2025
Fridge,1.7,Ice Cream,1,9.8,2/25/2025
Freezer,-15.06,Milk,30,19.65,10/17/2025
Freezer,-15.63,Frozen Vegetables,48,18.74,1/10/2026
Freezer,-17.77,Cheese,21,16.41,1/6/2026
Fridge,4,Milk,4,19.81,4/11/2025
Freezer,-15.77,Milk,25,4.83,7/13/2025
Freezer,-15.62,Ice Cream,38,12.45,4/17/2025
Freezer,-17.38,Cheese,43,10.48,11/3/2025
Fridge,2.74,Yogurt,42,8.69,6/20/2025
Freezer,-15.31,Yogurt,33,5.95,8/15/2025
Fridge,1.01,Ice Cream,36,8.27,11/2/2025
Freezer,-17.33,Yogurt,14,18.35,5/6/2025
Freezer,-16.45,Cheese,6,4.62,1/1/2026
Freezer,-17.4,Frozen Vegetables,6,17.94,9/12/2025
Freezer,-15.5,Ice Cream,20,4.54,11/10/2025
Freezer,-15.11,Cheese,9,1.72,7/25/2025
Freezer,-17.75,Cheese,43,11.06,11/29/2025
Fridge,1.1,Milk,24,19.85,11/10/2025
Freezer,-17.11,Milk,47,9,5/4/2025
Freezer,-17.79,Ice Cream,16,5.39,4/1/2025
Fridge,3.41,Frozen Vegetables,42,2.88,11/27/2025
Fridge,1.62,Frozen Vegetables,22,13.12,12/4/2025
Fridge,3.93,Cheese,19,6.15,11/18/2025
Freezer,-15.49,Cheese,32,17.76,1/10/2026
Freezer,-16.99,Frozen Vegetables,22,19.46,7/28/2025
Fridge,3.05,Yogurt,31,12.65,2/14/2025
Freezer,-15.92,Cheese,20,4.47,12/27/2025
Fridge,2.94,Cheese,11,7.65,7/25/2025
Fridge,3.64,Cheese,35,19.65,8/27/2025
Fridge,3,Yogurt,21,19.42,7/9/2025
Fridge,1.75,Milk,40,12.9,3/14/2025
Freezer,-17.19,Yogurt,3,7.49,8/25/2025
Fridge,2.63,Milk,38,19.56,7/6/2025
Fridge,2.02,Yogurt,24,7.62,1/15/2026
Freezer,-17.73,Yogurt,35,7.92,5/15/2025
Fridge,3.54,Cheese,17,5.96,5/24/2025
Fridge,2.59,Yogurt,19,2.76,5/11/2025
Fridge,3.97,Yogurt,35,5.98,10/24/2025
Freezer,-15.4,Ice Cream,21,16.08,10/28/2025
Freezer,-16.74,Ice Cream,26,19.47,5/18/2025
Fridge,2.34,Yogurt,41,8.61,11/4/2025
Freezer,-17.64,Cheese,40,13.38,5/2/2025
Freezer,-16.88,Cheese,26,9.44,3/25/2025
Freezer,-15.26,Yogurt,45,13.47,7/28/2025
Freezer,-15.28,Yogurt,27,11.25,5/1/2025
Freezer,-15.59,Yogurt,19,6.14,1/5/2026
Freezer,-15.9,Ice Cream,6,5.23,1/12/2026
Freezer,-15.31,Frozen Vegetables,41,11.62,6/4/2025
Fridge,3.63,Ice Cream,37,18.03,1/2/2026
Freezer,-15.91,Yogurt,39,14.08,9/6/2025
Fridge,3.87,Frozen Vegetables,48,5.16,12/26/2025
Fridge,2.28,Cheese,43,10.41,5/5/2025
Fridge,2.74,Ice Cream,31,4.74,1/28/2025
Freezer,-15.53,Frozen Vegetables,46,19.08,11/16/2025
Fridge,1.85,Ice Cream,17,17.27,5/2/2025
Freezer,-17.66,Milk,9,14.51,8/28/2025
Freezer,-15.87,Frozen Vegetables,10,5.69,8/21/2025
Freezer,-16.42,Yogurt,34,2.12,10/7/2025
Freezer,-17.14,Cheese,30,4.32,8/21/2025
Fridge,1.5,Ice Cream,6,13.54,1/22/2026
Freezer,-17.33,Milk,11,11.57,3/27/2025
Freezer,-17.26,Milk,35,1.06,11/16/2025
Fridge,3.64,Milk,23,8.09,9/9/2025
Freezer,-15.04,Cheese,35,14.64,5/27/2025
Fridge,2.03,Ice Cream,36,11.29,4/27/2025
Fridge,3.8,Frozen Vegetables,6,6.53,4/18/2025
Fridge,1.23,Yogurt,34,12.51,10/3/2025
Fridge,3.75,Milk,19,6.89,2/1/2025
Freezer,-17.73,Yogurt,33,6.91,6/12/2025
Freezer,-17.98,Milk,34,4.68,5/14/2025
Fridge,3.19,Ice Cream,46,12.39,10/1/2025
Freezer,-15.17,Cheese,33,4.98,4/5/2025
Freezer,-17.6,Frozen Vegetables,12,11.79,1/28/2025
Freezer,-16.59,Ice Cream,8,14.92,8/10/2025
Fridge,3.85,Cheese,25,9.33,4/16/2025
Freezer,-17.04,Ice Cream,49,3.58,6/9/2025
Freezer,-15.07,Frozen Vegetables,34,3.47,6/1/2025
Fridge,1.25,Yogurt,23,5.87,7/31/2025
Fridge,1.3,Yogurt,7,13.01,10/11/2025
Freezer,-17.93,Cheese,29,6.13,6/18/2025
Freezer,-16.73,Frozen Vegetables,19,7.29,9/11/2025
Freezer,-17.37,Milk,1,2.81,7/19/2025
Fridge,2.79,Ice Cream,44,5.89,12/24/2025
Fridge,3.69,Yogurt,45,6.02,4/21/2025
Freezer,-15.24,Ice Cream,31,6.86,1/3/2026
Freezer,-15.36,Frozen Vegetables,47,7.34,1/11/2026
Fridge,2.57,Ice Cream,32,19.31,11/24/2025
Freezer,-17.48,Frozen Vegetables,28,12.88,2/1/2025
Freezer,-17.92,Yogurt,38,16.42,6/4/2025
Freezer,-17.79,Ice Cream,21,8.91,11/19/2025
Fridge,2.66,Milk,29,11.87,11/2/2025
Fridge,1.83,Milk,19,4.15,6/4/2025
Fridge,3.39,Ice Cream,48,16.8,9/23/2025
Freezer,-15.12,Milk,19,6.77,2/14/2025
Fridge,1.05,Yogurt,5,16.76,7/13/2025
Freezer,-17.42,Yogurt,15,5.23,5/28/2025
Fridge,1.21,Frozen Vegetables,45,6.79,3/2/2025
Fridge,1.75,Milk,34,10.57,4/25/2025
Freezer,-15.05,Cheese,39,5.54,4/1/2025
Freezer,-17.75,Milk,23,16.44,6/24/2025
Fridge,3.68,Ice Cream,31,4.8,11/29/2025
Fridge,1.44,Frozen Vegetables,24,10.37,12/16/2025
Fridge,3.2,Cheese,7,7.23,4/30/2025
Freezer,-15.29,Cheese,7,16.56,11/22/2025
Fridge,2.84,Frozen Vegetables,36,14.09,5/26/2025
Fridge,1.78,Milk,24,4.06,7/15/2025
Fridge,1.04,Milk,25,12.62,2/24/2025
Fridge,1.58,Yogurt,30,10.9,2/26/2025
Freezer,-16.4,Cheese,4,18.76,11/8/2025
Fridge,2.69,Cheese,44,15.73,4/3/2025
Freezer,-16.84,Ice Cream,28,11.34,1/30/2025
Fridge,1.34,Cheese,22,17.84,1/20/2026
Freezer,-16.21,Frozen Vegetables,50,1.86,6/8/2025
Freezer,-16.17,Milk,3,3.98,5/5/2025
Freezer,-16.01,Milk,29,4.63,12/1/2025
Freezer,-15.81,Milk,11,12.39,7/2/2025
Freezer,-15.25,Yogurt,27,1.27,10/28/2025
Fridge,2.85,Yogurt,44,12.79,12/5/2025
Freezer,-17.62,Milk,6,19.19,5/26/2025
Fridge,3.79,Milk,21,3.95,9/14/2025
Freezer,-16.33,Frozen Vegetables,24,1.25,3/5/2025
Freezer,-17.51,Ice Cream,2,7.77,8/16/2025
Freezer,-17.5,Frozen Vegetables,11,5.31,8/12/2025
Freezer,-17.95,Yogurt,31,19.37,11/13/2025
Freezer,-17.53,Milk,8,9.73,8/12/2025
Freezer,-17.7,Milk,45,12.54,5/1/2025
Fridge,1.38,Milk,34,1.74,4/28/2025
Freezer,-17.69,Yogurt,3,14.16,7/6/2025
Fridge,3.1,Milk,20,6.38,11/28/2025
Fridge,3.28,Cheese,33,8.97,11/16/2025
Fridge,1.27,Frozen Vegetables,40,15.72,5/27/2025
Fridge,3.62,Yogurt,9,15.83,2/7/2025
Fridge,3.32,Cheese,39,9.47,12/17/2025
Freezer,-17.76,Frozen Vegetables,21,3.91,2/9/2025
Freezer,-17.97,Cheese,39,8.62,9/4/2025
Freezer,-15.12,Yogurt,33,13.55,2/5/2025
Fridge,2.4,Yogurt,28,17.15,2/25/2025
Fridge,2.14,Yogurt,34,11.82,9/19/2025
Freezer,-15.98,Cheese,29,15.09,10/1/2025
Freezer,-16.78,Cheese,33,2.98,5/3/2025
Freezer,-17.11,Frozen Vegetables,7,1.99,6/1/2025
Freezer,-17.24,Ice Cream,33,14.69,7/8/2025
Freezer,-17.89,Yogurt,45,9.37,10/19/2025
Fridge,1.28,Milk,6,8.29,10/16/2025
Freezer,-16.29,Frozen Vegetables,1,13.51,8/1/2025
Freezer,-15.3,Yogurt,6,5.35,12/28/2025
Freezer,-17.62,Ice Cream,25,14.27,9/10/2025
Freezer,-15.74,Milk,6,4.77,2/2/2025
Freezer,-15.75,Frozen Vegetables,10,9.24,7/17/2025
Freezer,-16.89,Milk,3,8.99,5/10/2025
Fridge,1.92,Yogurt,35,3.41,1/18/2026
Fridge,3.37,Cheese,21,6.72,10/20/2025
Freezer,-17.26,Milk,45,12.29,11/9/2025
Freezer,-15.66,Frozen Vegetables,17,2.49,4/21/2025
Freezer,-17.02,Frozen Vegetables,8,3.36,10/11/2025
Freezer,-15.04,Ice Cream,20,12.04,3/13/2025
Fridge,2.38,Cheese,45,1.16,8/16/2025
Freezer,-16.26,Milk,22,3.18,5/14/2025
Fridge,3.28,Ice Cream,10,1.74,3/3/2025
Fridge,1.96,Ice Cream,20,18.1,1/22/2026
Freezer,-15.95,Frozen Vegetables,37,6.56,10/29/2025
Fridge,1.66,Milk,33,15.27,3/2/2025
Fridge,2.81,Milk,26,13.76,12/6/2025
Fridge,3.95,Cheese,16,19.33,10/25/2025
Freezer,-15.47,Yogurt,20,6.52,8/31/2025
Freezer,-17.85,Frozen Vegetables,39,3.27,11/26/2025
Freezer,-16.15,Milk,40,5.75,9/14/2025
Fridge,1.6,Ice Cream,35,9.95,1/9/2026
Freezer,-17.26,Frozen Vegetables,39,11.42,4/1/2025
Fridge,3.42,Milk,46,1.92,2/13/2025
Fridge,2.24,Yogurt,36,9.63,4/12/2025
Fridge,1.55,Cheese,33,2.9,1/4/2026
Fridge,2.27,Yogurt,37,5.05,10/2/2025
Fridge,2.06,Yogurt,44,12.66,5/9/2025
Fridge,1.02,Milk,4,9.25,10/16/2025
Fridge,3.33,Milk,47,7.29,10/25/2025
Freezer,-16.68,Ice Cream,1,10.92,8/3/2025
Freezer,-15.09,Cheese,29,15.52,7/13/2025
Fridge,1.35,Frozen Vegetables,17,10.17,3/11/2025
Freezer,-15.15,Cheese,49,19.31,3/2/2025
Freezer,-15.26,Yogurt,12,15.22,4/12/2025
Freezer,-15.75,Frozen Vegetables,10,6.91,1/25/2026
Fridge,2.53,Frozen Vegetables,31,3.33,10/2/2025
Freezer,-17.76,Yogurt,40,7.23,3/24/2025
Freezer,-16.21,Milk,14,12.79,7/2/2025
Fridge,2.82,Milk,48,8.33,3/1/2025
Freezer,-17.25,Ice Cream,45,10.64,9/8/2025
Freezer,-15.97,Cheese,32,16.58,2/17/2025
Freezer,-17.02,Yogurt,38,19.79,9/12/2025
Freezer,-16.63,Milk,34,10.07,3/11/2025
Fridge,2.91,Cheese,38,1.28,4/25/2025
Freezer,-16.14,Ice Cream,41,12.47,6/9/2025
Fridge,2.84,Frozen Vegetables,35,1.3,12/5/2025
Freezer,-16.08,Yogurt,34,13.12,12/12/2025
Freezer,-17.07,Ice Cream,16,7.03,6/27/2025
Fridge,2.65,Ice Cream,4,19.84,8/18/2025
Fridge,2.29,Ice Cream,18,18.1,6/20/2025
Freezer,-16.23,Frozen Vegetables,44,7.17,6/8/2025
Freezer,-17.05,Frozen Vegetables,48,16.66,2/7/2025
Freezer,-16.3,Frozen Vegetables,11,10,12/29/2025
Freezer,-17,Cheese,44,9.24,12/24/2025
Freezer,-17.93,Ice Cream,50,14.36,9/18/2025
Freezer,-16.35,Frozen Vegetables,32,16.59,12/7/2025
Fridge,1.2,Milk,9,16.56,6/16/2025
Fridge,3.41,Yogurt,14,19.53,5/2/2025
Fridge,3.16,Milk,17,18.13,9/9/2025
Freezer,-15.5,Yogurt,46,5.06,3/10/2025
Freezer,-15.63,Ice Cream,11,9.3,9/26/2025
Freezer,-15.03,Milk,30,14.5,4/26/2025
Fridge,1.65,Yogurt,49,6.26,3/10/2025
Freezer,-16.93,Cheese,33,1.89,10/13/2025
Fridge,1.78,Yogurt,26,7.88,10/25/2025
Freezer,-16.44,Cheese,2,2.8,9/15/2025
Freezer,-17.24,Yogurt,9,10.73,6/13/2025
Fridge,2.53,Frozen Vegetables,19,10.27,6/30/2025
Freezer,-17.46,Ice Cream,35,10.21,4/25/2025
Freezer,-15.93,Cheese,38,16.01,10/10/2025
Fridge,1.9,Ice Cream,46,1.72,1/29/2025
Fridge,3.14,Milk,4,7.04,6/4/2025
Freezer,-15.96,Frozen Vegetables,44,16.47,8/15/2025
Freezer,-16.38,Frozen Vegetables,42,19.02,9/4/2025
Fridge,1.84,Ice Cream,37,6.58,6/20/2025
Freezer,-17.58,Milk,26,12.64,10/16/2025
Fridge,1.46,Frozen Vegetables,22,11.08,8/9/2025
Freezer,-16.96,Milk,25,16.31,12/16/2025
Fridge,2.3,Yogurt,17,14.12,4/16/2025
Fridge,1.96,Yogurt,23,3.95,10/25/2025
Fridge,3.76,Cheese,1,4.94,11/28/2025
Fridge,2.94,Yogurt,1,3.36,9/21/2025
Freezer,-15.71,Ice Cream,43,3.56,7/2/2025
Fridge,1.98,Yogurt,15,4.5,5/17/2025
Fridge,3.42,Ice Cream,17,3.18,4/1/2025
Fridge,3.05,Ice Cream,25,16.63,7/13/2025
Freezer,-16.89,Milk,48,5.88,8/19/2025
Fridge,2.2,Ice Cream,47,6.47,11/4/2025
Fridge,1.16,Frozen Vegetables,26,18.78,1/17/2026
Fridge,2.27,Yogurt,21,15.55,9/1/2025
Freezer,-15.01,Ice Cream,13,9.89,8/7/2025
Freezer,-15.7,Milk,33,6.12,6/7/2025
Freezer,-15.57,Yogurt,47,18.34,7/5/2025
Fridge,2.93,Cheese,5,1.99,10/19/2025
Freezer,-15.32,Cheese,8,10.99,8/13/2025
Freezer,-17.44,Ice Cream,21,12.67,8/31/2025
Fridge,3.07,Cheese,17,18.02,1/19/2026
Freezer,-16.61,Yogurt,4,16.23,1/19/2026
Freezer,-15.91,Ice Cream,43,12.45,5/20/2025
Freezer,-15.68,Cheese,36,10.29,3/19/2025
Fridge,2.31,Frozen Vegetables,31,15.35,11/20/2025
Fridge,3.55,Ice Cream,21,13.54,6/18/2025
Freezer,-17.82,Cheese,48,17.29,12/21/2025
Freezer,-15.75,Cheese,3,18.8,11/18/2025
Fridge,1.67,Ice Cream,34,13.48,1/17/2026
Fridge,3.92,Ice Cream,17,12.57,11/29/2025
Fridge,3.82,Cheese,47,2.82,12/22/2025
Fridge,1.97,Milk,10,1.71,9/8/2025
Freezer,-16.83,Ice Cream,22,14.93,10/10/2025
Freezer,-15.61,Frozen Vegetables,42,7.81,11/17/2025
Freezer,-17.56,Milk,50,13.7,12/20/2025
Fridge,1.34,Ice Cream,47,15.44,3/30/2025
Fridge,2.87,Milk,41,4.04,7/12/2025
Fridge,3.79,Frozen Vegetables,24,9.32,7/7/2025
Freezer,-17.78,Ice Cream,47,15.68,12/19/2025
Fridge,1.23,Cheese,2,2.57,1/28/2025
Freezer,-15.55,Yogurt,20,14.8,5/27/2025
Fridge,2.55,Cheese,31,12.54,12/13/2025
Fridge,3.03,Cheese,45,13.96,8/21/2025
Fridge,3.87,Cheese,30,19.79,12/18/2025
Fridge,3.53,Cheese,3,1.17,11/12/2025
Freezer,-17.74,Cheese,30,19.05,4/12/2025
Freezer,-17.24,Yogurt,24,5.05,1/14/2026
Fridge,3.57,Ice Cream,30,6.73,3/30/2025
Freezer,-17.35,Milk,30,8.23,6/9/2025
Fridge,3.66,Frozen Vegetables,27,12.24,12/6/2025
Freezer,-17.5,Frozen Vegetables,20,12.87,2/1/2025
Fridge,1.97,Cheese,26,12.17,3/4/2025
Fridge,2.86,Cheese,12,7.03,3/24/2025
Fridge,3.74,Milk,27,14.52,6/27/2025
Fridge,1.43,Frozen Vegetables,40,7.73,5/16/2025
Fridge,2.81,Ice Cream,3,8.85,5/11/2025
Freezer,-15.23,Yogurt,4,7.62,9/16/2025
Freezer,-17.07,Cheese,16,11.81,3/1/2025
Fridge,3.99,Milk,44,18.1,8/31/2025
Freezer,-17.74,Cheese,11,19.53,3/14/2025
Freezer,-16.94,Yogurt,46,18,1/24/2026
Fridge,1.22,Milk,1,9.79,10/29/2025
Freezer,-16.22,Yogurt,15,11.25,3/8/2025
Freezer,-17.64,Cheese,38,5.98,10/6/2025
Fridge,1.19,Milk,48,18.21,9/24/2025
Fridge,3.18,Cheese,20,16.62,6/9/2025
Freezer,-16.01,Yogurt,50,13.99,7/4/2025
Freezer,-15.43,Cheese,23,11.09,6/26/2025
Freezer,-16.23,Milk,10,4.87,6/8/2025
Freezer,-17.79,Frozen Vegetables,38,1.7,7/29/2025
Freezer,-16,Yogurt,11,17.58,7/30/2025
Freezer,-15.82,Yogurt,1,17.26,10/8/2025
Fridge,1.86,Yogurt,18,1.15,6/4/2025
Fridge,2.37,Frozen Vegetables,14,10.94,12/14/2025
Freezer,-17.84,Cheese,28,3.54,2/1/2025
Fridge,3.18,Yogurt,36,18.95,2/13/2025
Fridge,2.77,Frozen Vegetables,44,7.64,12/31/2025
Fridge,2.11,Yogurt,9,11.74,11/30/2025
Fridge,3.7,Yogurt,14,14.48,9/23/2025
Fridge,1.5,Ice Cream,31,12.46,10/5/2025
Fridge,2.43,Cheese,30,19.31,5/15/2025
